deleted_page,date_of_delete,name_of_page
/* clientsitelink-remove:1||enwikivoyage */ Ayodhya City,20230504180047,فيض آباد (الهند)
/* clientsitelink-remove:1||enwiki */ Inflationary gap,20230324113649,فجوة تضخمية
/* clientsitelink-remove:1||enwiki */ Cyberwarfare,20231016230257,حرب سيبرانية
/* clientsitelink-remove:1||enwiki */ Franz Johann Joseph Bock,20230323200042,فرانز يوهان جوزيف بوك
/* clientsitelink-remove:1||enwikibooks */ Module:Wikibase,20230321205534,وحدة:Wikibase
"/* clientsitelink-remove:1||enwiki */ Abdullah Al-Bishi (footballer, born 1996)",20230219080408,عبد الله البيشي (لاعب كرة قدم مواليد 1996)
/* clientsitelink-remove:1||enwiki */ Nedeljko Čabrinović,20230121001206,نيديليكو كابرينوفيك
/* clientsitelink-remove:1||enwiki */ Japan Railways Group/Temp,20230813124401,مجموعة السكك الحديدية اليابانية
/* clientsitelink-remove:1||enwiki */ Reed Richards/Temp,20230812110619,السيد الرائع
/* clientsitelink-remove:1||enwiki */ Co-prescribing naloxone with opioids,20230117222442,وصف النالوكسون بالمشاركة مع الأفيونات
/* clientsitelink-remove:1||enwiki */ Mobile learning for refugees,20230212224029,تعلم اللاجئين باستخدام الهاتف المحمول
/* clientsitelink-remove:1||enwiki */ Odo Josef Struger,20230225114113,أودو جوزيف ستروجر
/* clientsitelink-remove:1||enwiki */ Mykola Udianskyi,20231020130859,أوديانسكي نيكولاي ألكساندروفيتش
/* clientsitelink-remove:1||enwiki */ Fiordaliza Beato,20230810225924,فيورداليزا بياتو
/* clientsitelink-remove:1||enwikiquote */ Cathy O'Brien,20230305073630,كاثي أوبراين
/* clientsitelink-remove:1||enwikiquote */ Interpretations of quantum mechanics,20230220174013,تفسيرات ميكانيكا الكم
"/* clientsitelink-remove:1||enwiki */ Embassy of the United Arab Emirates, Warsaw",20230510100830,سفارة الإمارات العربية المتحدة في بولندا
/* clientsitelink-remove:1||enwiki */ António Pereira (wrestler),20230522203858,أنطونيو بيريرا (مصارع رياضي)
/* clientsitelink-remove:1||enwiki */ Christina von Braun,20230811194412,كريستينا فون براون
/* clientsitelink-remove:1||enwikivoyage */ Royal Caribbean International,20230221032950,رويال كاريبيان إنترناشيونال
/* clientsitelink-remove:1||enwiki */ Selwyn Sese Ala,20230616143742,سلوين سيسي علاء
/* clientsitelink-remove:1||enwiki */ Asmaa Galal,20230319095715,أسماء جلال
/* clientsitelink-remove:1||enwiki */ Paul Goodman,20230220052321,بول غودمان
/* clientsitelink-remove:1||enwiki */ Vladimir Cojocaru,20230617054545,فلاديمير كوجوكارو
/* clientsitelink-remove:1||enwiki */ University of Picardy Jules Verne,20230421042624,جامعة بيكاردي جول فيرن
/* clientsitelink-remove:1||enwiki */ Finno-Ugric peoples,20230625164039,شعوب فنلندية أوغرية
/* clientsitelink-remove:1||enwiki */ Mahdi Al-Qallaf,20230417210650,مهدي القلاف
/* clientsitelink-remove:1||enwiki */ 2020 Iran gasoline export to Venezuela,20230729225116,تصدير إيران البنزين إلى فنزويلا 2020
/* clientsitelink-remove:1||enwiki */ Artenir Werrner,20230201000149,أرتينير ويرنر
/* clientsitelink-remove:1||enwiki */ Abdulaziz Al-Askar,20230316120607,عبد العزيز العسكر
/* clientsitelink-remove:1||enwiki */ Motherboard Monitor,20230724222806,مراقب لوحة الأم
/* clientsitelink-remove:1||enwiki */ Chehab Anad,20230316120558,شهاب عناد
/* clientsitelink-remove:1||enwiki */ Kevin Shem,20230611000459,كيفن شيم
/* clientsitelink-remove:1||enwiki */ Hossein Rahmati,20230718224416,حسين رحمتي
/* clientsitelink-remove:1||enwiki */ Huda El Mufti,20230319181033,هدى المفتي
/* clientsitelink-remove:1||enwiki */ Huda El-Mufti,20230814002858,هدى المفتي
/* clientsitelink-remove:1||enwiki */ List of UEFA Nations League Finals goalscorers,20230213204718,قائمة هدافي نهائيات دوري الأمم الأوروبية
/* clientsitelink-remove:1||enwiki */ G2T Global Awards,20230713062535,جوائز جلوبال العالمية
/* clientsitelink-remove:1||enwiki */ Saleh Al-Kaany,20230711140519,صالح الكعاني
/* clientsitelink-remove:1||enwiki */ Khaled Al-Hanaai,20230507115010,خالد الهنائي
"/* clientsitelink-remove:1||enwiki */ Alex (footballer, born 2001)",20230803133941,أليكس (لاعب كرة قدم مواليد 2001)
/* clientsitelink-remove:1||enwiki */ International Institute of Business Analysis,20230329082227,المعهد الدولي لتحليل الأعمال
/* clientsitelink-remove:1||enwiki */ Johann Weiß (footballer),20230912130824,يوهان فايس (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Christoph Korn,20230810130401,كريستوف كورن
/* clientsitelink-remove:1||enwiki */ Mykola Kukharevych,20230817221856,ميكولا كوخارفيتش
/* clientsitelink-remove:1||enwiki */ Sự hài lòng của khách hàng,20230511100728,رضا العميل
